"Nombre" "Plataforma" "Fecha" "Genero" "VentasEEUU" "VentasEU" "VentasJP" "VentasOtros" "Ventas"
"12336" "Steins;Gate: Senkei Kousoku no Phonogram" "PS3" "2013" "Adventure" 0 0 0.06 0 0.06
"12337" "Seaman 2: Peking Genjin Ikusei Kit" "PS2" "2007" "Simulation" 0 0 0.06 0 0.06
"12338" "Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!" "DS" "2008" "Action" 0 0 0.06 0 0.06
"12339" "Bionicle Heroes" "DS" "2006" "Shooter" 0.06 0 0 0 0.06
"12340" "Ratchet & Clank Collection" "PSV" "2014" "Action" 0 0.05 0 0.01 0.06
"12341" "The Pinball of the Dead" "GBA" "2002" "Misc" 0.05 0.02 0 0 0.06
"12342" "Growlanser IV: Over Reloaded" "PSP" "2011" "Role-Playing" 0 0 0.06 0 0.06
"12343" "Arc the Lad: End of Darkness" "PS2" "2004" "Role-Playing" 0.03 0.02 0 0.01 0.06
"12344" "Tom Clancy's Splinter Cell: Pandora Tomorrow" "GBA" "2004" "Action" 0.05 0.02 0 0 0.06
"12345" "The King of Route 66" "PS2" "2003" "Racing" 0.03 0.02 0 0.01 0.06
"12346" "Sherlock Holmes: Crimes & Punishments" "X360" "2014" "Adventure" 0.03 0.03 0 0.01 0.06
"12347" "Bubble Bobble also featuring Rainbow Islands" "PS" "1995" "Puzzle" 0.04 0.02 0 0 0.06
"12348" "Intellivision Lives!" "GC" "2004" "Misc" 0.05 0.01 0 0 0.06
"12349" "Star Wars Knights of the Old Republic II: The Sith Lords" "PC" "2005" "Role-Playing" 0.01 0.04 0 0.01 0.06
"12350" "Panzer Tactics" "DS" "2007" "Strategy" 0.06 0 0 0 0.06
"12351" "Pro Yaky? Spirits 2013" "PSV" "2013" "Sports" 0 0 0.06 0 0.06
"12352" "Robotica" "SAT" "1994" "Shooter" 0 0 0.06 0 0.06
"12353" "Deathrow: Underground Team Combat" "XB" "2002" "Sports" 0.05 0.01 0 0 0.06
"12354" "Land of the Dead: Road to Fiddler's Green" "XB" "2005" "Shooter" 0.05 0.01 0 0 0.06
"12355" "R-Types" "PS" "1998" "Shooter" 0.04 0.02 0 0 0.06
"12356" "Star Fighter" "PS" "1995" "Shooter" 0.04 0.02 0 0 0.06
"12357" "Kuukan * Zukei: Hirameki Training - KuuTore" "DS" "2008" "Misc" 0 0 0.06 0 0.06
"12358" "Osu! Tatakae! Ouendan" "DS" "2005" "Misc" 0 0 0.06 0 0.06
"12359" "Dissidia: Final Fantasy Universal Tuning" "PSP" "2009" "Fighting" 0 0 0.06 0 0.06
"12360" "Game Center CX: 3-Choume no Arino" "3DS" "2014" "Action" 0 0 0.06 0 0.06
"12361" "Age of Empires Online" "PC" "2011" "Strategy" 0.01 0.04 0 0.01 0.06
"12362" "Alien Syndrome" "Wii" "2007" "Role-Playing" 0.06 0 0 0 0.06
"12363" "Meitantei Conan: Aoki Houseki no Rinbukyoku" "DS" "2011" "Adventure" 0 0 0.06 0 0.06
"12364" "The Legend of Heroes: Trails in the Sky Second Chapter" "PSP" "2007" "Role-Playing" 0 0 0.06 0 0.06
"12365" "Challenge Me: Brain Puzzles" "DS" "2009" "Puzzle" 0.06 0 0 0 0.06
"12366" "Legend of Kay" "DS" "2010" "Action" 0.06 0 0 0 0.06
"12367" "Mystic Heroes" "PS2" "2002" "Action" 0.03 0.02 0 0.01 0.06
"12368" "From The Abyss" "DS" "2008" "Role-Playing" 0.06 0 0 0 0.06
"12369" "The Amazing Spider-Man 2 (2014)" "3DS" "2014" "Action" 0.03 0.03 0 0 0.06
"12370" "Tron 2.0: Killer App" "GBA" "2004" "Action" 0.04 0.02 0 0 0.06
"12371" "Samurai Shodown Anthology" "Wii" "2008" "Fighting" 0.06 0 0 0 0.06
"12372" "Mega Minis Volume 3" "PSP" "2011" "Misc" 0 0.05 0 0.02 0.06
"12373" "Jurassic Park III: Park Builder" "GBA" "2001" "Simulation" 0.04 0.02 0 0 0.06
"12374" "Mario vs. Donkey Kong: Tipping Stars" "3DS" "2015" "Puzzle" 0 0 0.06 0 0.06
"12375" "Unchained Blades" "PSP" "2011" "Role-Playing" 0 0 0.06 0 0.06
"12376" "Rurouni Kenshin: Meiji Kenkaku Romantan Saisen" "PSP" "2011" "Fighting" 0 0 0.06 0 0.06
"12377" "Di-Gata Defenders" "DS" "2008" "Role-Playing" 0.06 0 0 0 0.06
"12378" "Star Trek: Tactical Assault" "DS" "2006" "Strategy" 0.05 0.01 0 0 0.06
"12379" "Code Geass: Hangyaku no Lelouch - Lost Colors" "PS2" "2008" "Adventure" 0 0 0.06 0 0.06
"12380" "Warhammer: Battle For Atluma" "PSP" "2006" "Action" 0.05 0 0 0.01 0.06
"12381" "Sudoku Ball Detective" "DS" "2009" "Puzzle" 0.06 0 0 0 0.06
"12382" "LEGO Bionicle" "GBA" "2001" "Platform" 0.04 0.02 0 0 0.06
"12383" "Power Shovel" "PS" "2000" "Action" 0.03 0.02 0 0 0.06
"12384" "Blur" "PC" "2010" "Racing" 0.01 0.04 0 0.01 0.06
"12385" "Generator Rex: Agent of Providence" "X360" "2011" "Action" 0.05 0.01 0 0 0.06
"12386" "A llI S.V.: A Ressha de Gyoukou 3 Super Version" "SNES" "1995" "Simulation" 0 0 0.06 0 0.06
"12387" "Spy Games: Elevator Mission" "Wii" "2007" "Shooter" 0.06 0 0 0 0.06
"12388" "Strike Force Bowling" "GC" "2005" "Sports" 0.05 0.01 0 0 0.06
"12389" "Song of the Deep" "PS4" "2016" "Action" 0.05 0 0 0.01 0.06
"12390" "Earth Defense Force 2017 Portable" "PSV" "2012" "Action" 0 0 0.06 0 0.06
"12391" "Atelier Iris 2: The Azoth Of Destiny" "PS2" "2005" "Role-Playing" 0.03 0.02 0 0.01 0.06
"12392" "There" "PS" "2002" "Simulation" 0.03 0.02 0 0 0.06
"12393" "Atari's Greatest Hits: Volume 2" "DS" "2011" "Misc" 0.06 0 0 0 0.06
"12394" "Chuck E. Cheese's Playhouse" "DS" "2010" "Misc" 0.06 0 0 0 0.06
"12395" "Tokimeki no Houkago" "PS" "1998" "Misc" 0 0 0.06 0 0.06
"12396" "Championship Surfer" "PS" "2000" "Sports" 0.03 0.02 0 0 0.06
"12397" "Unreal Tournament III" "PC" "2007" "Shooter" 0 0.05 0 0.01 0.06
"12398" "Monster Garage" "XB" "2004" "Strategy" 0.05 0.01 0 0 0.06
"12399" "Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!" "WiiU" "2015" "Misc" 0 0 0.06 0 0.06
"12400" "The Next BIG Thing" "PC" "2011" "Adventure" 0 0.05 0 0.01 0.06
"12401" "Tecmo Classic Arcade" "XB" "2005" "Misc" 0.05 0.01 0 0 0.06
"12402" "2 Games in 1: Sonic Pinball Party & Columns Crown" "GBA" "2005" "Misc" 0.04 0.02 0 0 0.06
"12403" "Valentino Rossi: The Game" "PS4" "2016" "Racing" 0.01 0.05 0 0.01 0.06
"12404" "Monkey Island: Special Edition Collection" "X360" "2011" "Adventure" 0 0.05 0 0.01 0.06
"12405" "Mad Maestro!" "PS2" "2001" "Misc" 0.03 0.02 0 0.01 0.06
"12406" "A-Train: City Simulator" "3DS" "2014" "Simulation" 0 0 0.06 0 0.06
"12407" "Densha De Go! 3 Tsuukinhen" "PS2" "2001" "Simulation" 0 0 0.06 0 0.06
"12408" "Biker Mice From Mars" "PS2" "2006" "Racing" 0.03 0.02 0 0.01 0.06
"12409" "Call of Duty 2" "PC" "2005" "Shooter" 0 0.05 0 0.01 0.06
"12410" "Paws & Claws: Pampered Pets 2" "DS" "2011" "Simulation" 0.06 0 0 0 0.06
"12411" "Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable" "PSP" "2006" "Misc" 0 0 0.06 0 0.06
"12412" "SpongeBob SquarePants: Plankton's Robotic Revenge" "3DS" "2013" "Shooter" 0 0.06 0 0 0.06
"12413" "Pro Evolution Soccer 2017" "PS3" "2016" "Sports" 0 0.01 0.04 0 0.06
"12414" "Giants: Citizen Kabuto" "PS2" "2001" "Shooter" 0.03 0.02 0 0.01 0.06
"12415" "Steins;Gate" "X360" "2009" "Adventure" 0 0 0.06 0 0.06
"12416" "A New Beginning" "PC" "2010" "Adventure" 0 0.05 0 0.01 0.06
"12417" "MotoGP 10/11" "X360" "2011" "Racing" 0 0.05 0 0.01 0.06
"12418" "Alone in the Dark" "PS2" "2008" "Adventure" 0.03 0.02 0 0.01 0.06
"12419" "Guilty Gear XX Accent Core Plus" "PS2" "2008" "Fighting" 0.03 0.02 0 0.01 0.06
"12420" "Muppets Party Cruise" "PS2" "2003" "Misc" 0.03 0.02 0 0.01 0.06
"12421" "Higurashi Daybreak Portable" "PSP" "2008" "Adventure" 0 0 0.06 0 0.06
"12422" "Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!" "3DS" "2014" "Adventure" 0 0 0.06 0 0.06
"12423" "Shonen Jump's One Piece: Grand Battle" "GC" "2005" "Fighting" 0.05 0.01 0 0 0.06
"12424" "Barbie Horse Adventures: Wild Horse Rescue" "XB" "2003" "Sports" 0.05 0.01 0 0 0.06
"12425" "Winx Club: Quest for the Codex" "DS" "2006" "Action" 0.03 0.02 0 0.01 0.06
"12426" "Blast Lacrosse" "PS" "2001" "Sports" 0.03 0.02 0 0 0.06
"12427" "Devil's Third" "WiiU" "2015" "Action" 0.04 0.02 0 0.01 0.06
"12428" "DreamWorks Super Star Kartz" "X360" "2011" "Racing" 0.05 0.01 0 0 0.06
"12429" "Arkanoid DS" "DS" "2007" "Puzzle" 0.06 0 0 0 0.06
"12430" "Kikou Heidan J-Phoenix" "PS2" "2001" "Action" 0 0 0.06 0 0.06
"12431" "Backyard NFL Football '10" "PS2" "2009" "Sports" 0.03 0.02 0 0.01 0.06
"12432" "Barbie and Her Sisters Puppy Rescue" "Wii" "2015" "Action" 0 0.06 0 0 0.06
"12433" "Zero Escape: Zero Time Dilemma" "3DS" "2016" "Adventure" 0.04 0 0.01 0.01 0.06
"12434" "Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf" "GBA" "2005" "Action" 0.04 0.02 0 0 0.06
"12435" "Bubble Bobble: Old & New" "GBA" "2002" "Puzzle" 0.04 0.02 0 0 0.06
"12436" "Puzzler Collection" "Wii" "2008" "Puzzle" 0.05 0.01 0 0 0.06
"12437" "Naruto Shippuden: Gekito Ninja Taisen! Special" "Wii" "2010" "Fighting" 0 0 0.06 0 0.06
"12438" "Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu" "PS3" "2012" "Action" 0 0 0.06 0 0.06
"12439" "Akai Katana Shin" "X360" "2011" "Shooter" 0.04 0 0.01 0 0.06
"12440" "Kekkon: Marriage" "SAT" "1995" "Adventure" 0 0 0.06 0 0.06
"12441" "Terraria" "PS4" "2014" "Action" 0 0.05 0.01 0.01 0.06
"12442" "Nicola Kanshuu: Model * Oshare Audition 2" "3DS" "2011" "Action" 0 0 0.06 0 0.06
"12443" "KimiKiss" "PS2" "2006" "Adventure" 0 0 0.06 0 0.06
"12444" "Cold Fear" "XB" "2005" "Action" 0.05 0.01 0 0 0.06
"12445" "World Cup of Pool" "DS" "2009" "Sports" 0.06 0 0 0 0.06
"12446" "Chevrolet Camaro: Wild Ride" "Wii" "2010" "Racing" 0.06 0 0 0 0.06
"12447" "Imagine: Cheerleader" "DS" "2009" "Simulation" 0.06 0 0 0 0.06
"12448" "Risen 3: Titan Lords" "PS4" "2015" "Role-Playing" 0 0.05 0 0.01 0.06
"12449" "Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki" "PSP" "2010" "Misc" 0 0 0.06 0 0.06
"12450" "Busy Scissors" "DS" "2010" "Simulation" 0.06 0 0 0 0.06
"12451" "Zero Escape: Zero Time Dilemma" "PSV" "2016" "Adventure" 0.03 0 0.02 0.01 0.06
"12452" "Shining Force Feather" "DS" "2009" "Strategy" 0 0 0.06 0 0.06
"12453" "S.T.A.L.K.E.R.: Call of Pripyat" "PC" "2009" "Shooter" 0 0.05 0 0.01 0.06
"12454" "Champion Jockey: G1 Jockey & Gallop Racer" "X360" "2011" "Sports" 0 0.05 0 0.01 0.06
"12455" "Disney's Kim Possible: Global Gemini" "DS" "2007" "Platform" 0.05 0.01 0 0 0.06
"12456" "Big Bang Mini" "DS" "2009" "Shooter" 0.05 0 0 0 0.06
"12457" "Cocoto Kart Racer" "Wii" "2008" "Racing" 0.06 0 0 0 0.06
"12458" "Mobile Suit Gundam 00: Gundam Meisters" "PS2" "2008" "Action" 0 0 0.06 0 0.06
"12459" "Call of Cthulhu: Dark Corners of the Earth" "XB" "2005" "Adventure" 0.05 0.01 0 0 0.06
"12460" "The Great Escape" "XB" "2003" "Action" 0.05 0.01 0 0 0.06
"12461" "Coded Arms: Contagion" "PSP" "2007" "Shooter" 0.05 0 0 0.01 0.06
"12462" "X-Men: Destiny" "DS" "2011" "Action" 0.05 0.01 0 0 0.06
"12463" "Metal Gear Solid: Social Ops" "PS2" "2002" "Action" 0.03 0.02 0 0.01 0.06
"12464" "Minna no DS Seminar: Kanpeki Eitango Ryoku" "DS" "2006" "Misc" 0 0 0.06 0 0.06
"12465" "Kurupoto Cool Cool Stars" "DS" "2007" "Action" 0.06 0 0 0 0.06
"12466" "The Witcher" "PC" "2007" "Role-Playing" 0 0.05 0 0.01 0.06
"12468" "Kirarin * Revolution: Minna de Odorou Furi Furi Debut!" "DS" "2008" "Simulation" 0 0 0.06 0 0.06
"12469" "Grey's Anatomy: The Video Game" "Wii" "2009" "Adventure" 0.05 0.01 0 0 0.06
"12470" "Salt Lake 2002" "GBA" "2002" "Sports" 0.04 0.02 0 0 0.06
"12471" "Dreamer Series: Zoo Keeper" "DS" "2010" "Simulation" 0.06 0 0 0 0.06
"12472" "Warriors of the Lost Empire" "PSP" "2007" "Role-Playing" 0.05 0 0 0.01 0.06
"12473" "Vexx" "GC" "2003" "Platform" 0.05 0.01 0 0 0.06
"12474" "Crazy Chicken Tales" "Wii" "2009" "Action" 0.06 0 0 0 0.06
"12475" "Super Robot Wars OG Saga Masou Kishin F: Coffin of the End" "PS3" "2014" "Strategy" 0 0 0.06 0 0.06
"12476" "Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e" "PSP" "2010" "Action" 0 0 0.06 0 0.06
"12477" "Batman: Rise of Sin Tzu" "GC" "2003" "Action" 0.05 0.01 0 0 0.06
"12478" "Sacred 2: Fallen Angel" "PC" "2008" "Role-Playing" 0 0.05 0 0.01 0.06
"12479" "Winter Sports 2: The Next Challenge" "DS" "2008" "Sports" 0.04 0.02 0 0.01 0.06
"12480" "Dead Rising 2: Off the Record" "PC" "2011" "Action" 0.04 0.02 0 0.01 0.06
"12481" "World Series of Poker 2008: Battle for the Bracelets" "DS" "2007" "Misc" 0.05 0 0 0 0.06
"12482" "Playmobil Knights" "DS" "2009" "Action" 0.04 0.01 0 0 0.06
"12483" "Disney Sports Skateboarding" "GC" "2002" "Sports" 0.05 0.01 0 0 0.06
"12484" "DropCast" "DS" "2008" "Puzzle" 0.06 0 0 0 0.06
"12485" "Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!" "3DS" "2014" "Action" 0 0 0.06 0 0.06
"12486" "Inversion" "X360" "2012" "Shooter" 0.03 0.02 0 0.01 0.06
"12487" "Summon Night 2" "DS" "2008" "Role-Playing" 0 0 0.06 0 0.06
"12488" "Chou Soujuu Mecha MG" "DS" "N/A" "Simulation" 0 0 0.06 0 0.06
"12489" "Odin Sphere: Leifthrasir" "PS3" "2016" "Role-Playing" 0.01 0.02 0.03 0.01 0.06
"12490" "Pro Evolution Soccer 2012" "PS2" "2011" "Action" 0 0 0.06 0 0.06
"12491" "Terminator 3: The Redemption" "XB" "2004" "Shooter" 0.05 0.01 0 0 0.06
"12492" "Alvin and the Chipmunks" "Wii" "2007" "Misc" 0.05 0 0 0 0.06
"12493" "EverQuest II: Destiny of Velious" "PC" "2011" "Role-Playing" 0.06 0 0 0 0.06
"12494" "Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen" "PSP" "2012" "Action" 0 0 0.06 0 0.06
"12495" "Neon Genesis Evangelion" "N64" "1999" "Adventure" 0 0 0.06 0 0.06
"12496" "Serious Sam II" "XB" "2005" "Shooter" 0.05 0.01 0 0 0.06
"12497" "Remember Me" "PC" "2013" "Action" 0 0.05 0 0.01 0.06
"12498" "ICO" "PS3" "2011" "Action" 0 0 0.06 0 0.06
"12499" "Flipnic: Ultimate Pinball" "PS2" "2003" "Misc" 0.03 0.02 0 0.01 0.06
"12500" "Eigo de Tabisuru: Little Charo" "DS" "2011" "Misc" 0 0 0.06 0 0.06
"12501" "NBA Hangtime" "PS" "1996" "Sports" 0.03 0.02 0 0 0.06
"12502" "Cabela's Big Game Hunter (2008)" "X360" "2007" "Sports" 0.06 0 0 0 0.06
"12503" "My Fitness Coach: Club" "Wii" "2011" "Sports" 0 0.05 0 0.01 0.06
"12504" "D.C. II P.S.: Da Capo II Plus Situation" "PS2" "2008" "Adventure" 0 0 0.06 0 0.06
"12505" "Top Gear Hyper-Bike" "N64" "1999" "Racing" 0.05 0.01 0 0 0.06
"12506" "Brunswick Circuit Pro Bowling" "N64" "1999" "Sports" 0.05 0.01 0 0 0.06
"12507" "Olympic Hockey 98" "N64" "1998" "Sports" 0.05 0.01 0 0 0.06
"12508" "CyberTiger" "N64" "2000" "Sports" 0.05 0.01 0 0 0.06
"12509" "Penny Racers" "N64" "1998" "Racing" 0.05 0.01 0 0 0.06
"12510" "S.C.A.R.S" "N64" "1998" "Racing" 0.05 0.01 0 0 0.06
"12511" "Virtual Chess 64" "N64" "1998" "Misc" 0.05 0.01 0 0 0.06
"12512" "Marvel Super Heroes" "SAT" "1997" "Fighting" 0 0 0.06 0 0.06
"12513" "Mike Piazza's Strike Zone" "N64" "1998" "Sports" 0.05 0.01 0 0 0.06
"12514" "Bust-A-Move '99" "N64" "1998" "Puzzle" 0.05 0.01 0 0 0.06
"12515" "Star Soldier: Vanishing Earth" "N64" "1998" "Shooter" 0.05 0.01 0 0 0.06
"12516" "Polaris SnoCross" "N64" "2000" "Racing" 0.05 0.01 0 0 0.06
"12517" "Worms Blast" "GC" "2002" "Puzzle" 0.05 0.01 0 0 0.06
"12518" "Prinny: Can I Really Be The Hero? (US sales)" "PSP" "N/A" "Action" 0.06 0 0 0 0.06
"12519" "The Legend of Heroes VII: The Trail of Blue" "PSV" "2014" "Role-Playing" 0 0 0.06 0 0.06
"12520" "BlazBlue: Chrono Phantasma Extend" "XOne" "2015" "Action" 0.05 0.01 0 0.01 0.06
"12521" "Smile PreCure! Let's Go! Marchen World" "3DS" "2012" "Action" 0 0 0.06 0 0.06
"12522" "IHRA Professional Drag Racing 2005" "XB" "2004" "Racing" 0.04 0.01 0 0 0.06
"12523" "Tokyo Xtreme Racer Advance" "GBA" "2005" "Racing" 0.04 0.02 0 0 0.06
"12524" "Destiny: The Collection" "PS4" "2016" "Shooter" 0.01 0.04 0 0.01 0.06
"12525" "Gun Showdown" "PSP" "2006" "Action" 0.05 0.01 0 0.01 0.06
"12526" "Showtime Championship Boxing" "DS" "2007" "Fighting" 0.06 0 0 0 0.06
"12527" "Syndicate" "PC" "1992" "Strategy" 0 0.05 0 0.01 0.06
"12528" "Digimon All-Star Rumble" "X360" "2014" "Fighting" 0.04 0.01 0 0.01 0.06
"12529" "Foster's Home for Imaginary Friends: Imagination Invaders" "DS" "2007" "Adventure" 0.06 0 0 0 0.06
"12530" "I Love Beauty: Hollywood Makeover" "DS" "2009" "Misc" 0.06 0 0 0 0.06
"12531" "Power Pro Success Legends" "PSP" "2010" "Sports" 0 0 0.06 0 0.06
"12532" "Combat Elite: WWII Paratroopers" "PS2" "N/A" "Shooter" 0.03 0.02 0 0.01 0.06
"12533" "Rock Blast" "DS" "2008" "Puzzle" 0.06 0 0 0 0.06
"12534" "Pheasants Forever Wingshooter" "Wii" "2010" "Shooter" 0.03 0.02 0 0 0.06
"12535" "Ivy the Kiwi?" "Wii" "2010" "Puzzle" 0.04 0.02 0 0 0.06
"12536" "Killer Loop" "PS" "1999" "Racing" 0.03 0.02 0 0 0.06
"12537" "Cabela's Dangerous Hunts: Ultimate Challenge" "PSP" "2006" "Sports" 0.06 0 0 0 0.06
"12538" "Xiaolin Showdown" "PSP" "2006" "Action" 0.05 0 0 0 0.06
"12539" "Worldwide Soccer" "SAT" "1994" "Sports" 0 0 0.06 0 0.06
"12540" "Toriko: Gourmet Battle!" "3DS" "2013" "Role-Playing" 0 0 0.06 0 0.06
"12541" "Need for Speed: Shift" "PC" "2009" "Racing" 0 0.05 0 0.01 0.06
"12542" "Zoo Tycoon: Complete Collection" "PC" "2003" "Strategy" 0.03 0.02 0 0.01 0.06
"12543" "Little League World Series Baseball 2008" "DS" "2008" "Sports" 0.06 0 0 0 0.06
"12544" "Commandos: Strike Force" "PS2" "2006" "Shooter" 0.03 0.02 0 0.01 0.06
"12545" "Mobile Suit Gundam: Gundam vs. Zeta Gundam" "PS2" "2004" "Shooter" 0.03 0.02 0 0.01 0.06
"12546" "Darksiders II" "XOne" "2015" "Action" 0.03 0.02 0 0.01 0.06
"12547" "Rapala Pro Fishing" "GBA" "2004" "Sports" 0.04 0.02 0 0 0.06
"12548" "Create" "PC" "2010" "Action" 0.04 0.01 0 0.01 0.06
"12549" "Guilty Gear X: Advance Edition" "GBA" "2002" "Fighting" 0.04 0.02 0 0 0.06
"12550" "Impossible Mission" "PSP" "2007" "Platform" 0 0.04 0 0.02 0.06
"12551" "Zoo Tycoon 2" "PC" "2004" "Strategy" 0 0.05 0 0.01 0.06
"12552" "Fate/Tiger Colosseum Upper" "PSP" "2008" "Fighting" 0 0 0.06 0 0.06
"12553" "Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe" "DS" "2009" "Misc" 0 0 0.06 0 0.06
"12554" "Rooms: The Main Building" "Wii" "2010" "Adventure" 0.06 0 0 0 0.06
"12555" "Theresia..." "DS" "2008" "Adventure" 0.06 0 0 0 0.06
"12556" "Pop Cutie! Street Fashion Simulation" "DS" "2008" "Simulation" 0.06 0 0 0 0.06
"12557" "Top Gun: Hard Lock" "X360" "2012" "Action" 0.03 0.02 0 0 0.06
"12558" "JoJo's Bizarre Adventure: All Star Battle" "3DS" "2012" "Fighting" 0.06 0 0 0 0.06
"12559" "Carol Vorderman's Sudoku" "PSP" "2006" "Puzzle" 0.05 0 0 0.01 0.06
"12560" "Ford Racing 3" "GBA" "2005" "Racing" 0.04 0.02 0 0 0.06
"12561" "Genkai Tokki: Moero Crystal" "PSV" "2015" "Role-Playing" 0 0 0.06 0 0.06
"12562" "PachiPara 13: Super Umi no Pachi-Pro Fuuunroku" "PS2" "2006" "Misc" 0 0 0.06 0 0.06
"12563" "Disney Planes Fire & Rescue" "Wii" "2014" "Action" 0 0.05 0 0 0.06
"12564" "Attack on Titan (KOEI)" "PS3" "2016" "Action" 0 0 0.06 0 0.06
"12565" "Satisfashion" "DS" "2010" "Misc" 0.06 0 0 0 0.06
"12566" "World Soccer Winning Eleven 9 (US sales)" "PSP" "2005" "Sports" 0.05 0 0 0 0.06
"12567" "Winning Post 4 Maximum" "PS2" "2000" "Sports" 0 0 0.06 0 0.06
"12568" "Oddworld: Munch's Oddysee" "GBA" "2003" "Platform" 0.04 0.02 0 0 0.06
"12569" "Match 3 Madness" "DS" "2010" "Puzzle" 0 0.05 0 0.01 0.06
"12570" "Exhibition Volume 5" "XB" "2004" "Misc" 0.04 0.01 0 0 0.06
"12572" "DuckTales: Remastered" "WiiU" "2013" "Action" 0.05 0 0 0 0.06
"12573" "LEGO Batman: The Videogame" "PC" "2008" "Action" 0.02 0.03 0 0.01 0.06
"12574" "Atelier Sophie: The Alchemist of the Mysterious Book" "PSV" "2015" "Role-Playing" 0 0 0.06 0 0.06
"12575" "Starry ? Sky: In Summer" "PSP" "2010" "Misc" 0 0 0.06 0 0.06
"12576" "Imagine: Resort Owner" "DS" "2010" "Strategy" 0.05 0 0 0 0.06
"12577" "Pro Yakyuu Netsu Star 2007" "PS2" "2007" "Sports" 0 0 0.06 0 0.06
"12578" "Klonoa Beach Volleyball" "PS" "2002" "Sports" 0.03 0.02 0 0 0.06
"12579" "Melty Blood: Actress Again" "PS2" "2009" "Fighting" 0 0 0.06 0 0.06
"12580" "TrackMania Turbo" "XOne" "2016" "Action" 0.02 0.03 0 0 0.06
"12581" "Izuna 2: The Unemployed Ninja Returns" "DS" "2007" "Role-Playing" 0.05 0 0 0 0.06
"12582" "Teenage Mutant Ninja Turtles 3: Mutant Nightmare" "DS" "2005" "Action" 0.05 0 0 0 0.06
"12583" "Centipede: Infestation" "Wii" "2011" "Shooter" 0.06 0 0 0 0.06
"12584" "Mercury Meltdown" "PSP" "2006" "Action" 0.05 0.01 0 0.01 0.06
"12585" "SingStar Mallorca Party" "PS3" "2009" "Misc" 0 0.04 0 0.02 0.06
"12586" "3D Lemmings" "PS" "1995" "Puzzle" 0.03 0.02 0 0 0.06
"12587" "Hi Hi Puffy AmiYumi: Kaznapped" "GBA" "2005" "Action" 0.04 0.02 0 0 0.06
"12588" "FIFA Soccer 07" "DS" "2006" "Sports" 0.05 0.01 0 0 0.06
"12589" "Resident Evil - Code: Veronica X" "GC" "2003" "Action" 0.05 0.01 0 0 0.06
"12590" "Broken Sword: The Shadow of the Templars" "GBA" "2002" "Adventure" 0.04 0.02 0 0 0.06
"12591" "Back to the Future: The Game" "Wii" "2011" "Adventure" 0.05 0 0 0 0.06
"12592" "Summon Night 6: Lost Borders" "PSV" "2016" "Action" 0 0 0.06 0 0.06
"12593" "Tenchi Muyou! Ryoukouki Gokuraku" "SAT" "1995" "Adventure" 0 0 0.06 0 0.06
"12594" "Kelly Slater's Pro Surfer" "GC" "2002" "Sports" 0.05 0.01 0 0 0.06
"12595" "Jacqueline Wilson's Tracy Beaker: The Game" "DS" "2009" "Misc" 0 0.05 0 0 0.06
"12596" "Sacred 3" "X360" "2014" "Role-Playing" 0.03 0.03 0 0.01 0.06
"12597" "I Am In The Movie" "PSP" "2012" "Simulation" 0 0 0.06 0 0.06
"12598" "Doraemon: Nobita no Uchuu Eiyuuki" "3DS" "2015" "Action" 0 0 0.06 0 0.06
"12599" "Trapt" "PS2" "2005" "Action" 0.03 0.02 0 0.01 0.06
"12600" "Jewel Legends: Tree of Life" "DS" "2011" "Puzzle" 0 0.05 0 0.01 0.06
"12601" "Splat Renegade Paintball" "XB" "2005" "Sports" 0.04 0.01 0 0 0.06
"12602" "Zendoku" "DS" "2007" "Puzzle" 0.05 0 0 0 0.06
"12603" "Metal Max 4: Gekkou no Diva" "3DS" "2013" "Role-Playing" 0 0 0.06 0 0.06
"12604" "Jumper: Griffin's Story" "X360" "2008" "Action" 0.05 0 0 0 0.06
"12605" "Worms 3D" "XB" "2003" "Strategy" 0.04 0.01 0 0 0.06
"12606" "pro evolution soccer 2011" "PC" "2010" "Sports" 0 0.05 0 0.01 0.06
"12607" "Crazy Chicken: Pharaoh's Treasure" "DS" "2007" "Puzzle" 0.05 0 0 0 0.06
"12608" "Arcana Heart 3" "PSV" "2014" "Fighting" 0.03 0 0.02 0.01 0.06
"12609" "Magi: Aratanaru Sekai" "3DS" "2014" "Role-Playing" 0 0 0.06 0 0.06
"12610" "PoPoLoCrois" "PSP" "2005" "Role-Playing" 0.05 0 0 0 0.06
"12611" "Mahouka Koukou no Rettousei: Out of Order" "PSV" "2014" "Adventure" 0 0 0.06 0 0.06
